timestamp_ns,symbol,bid_px,ask_px,bid_qty,ask_qty
1700000000303388073,SYM0,100.0062,100.0162,485,566
1700000000304456421,SYM1,250.2701,250.2951,435,752
1700000000305460504,SYM2,49.9187,49.9287,568,344
1700000000306524765,SYM3,996.8348,996.9345,463,364
1700000000307535355,SYM0,100.0012,100.0112,582,671
1700000000308612080,SYM1,250.3200,250.3450,387,461
1700000000309690382,SYM2,49.9079,49.9179,469,448
1700000000310782366,SYM3,996.7787,996.8784,694,666
1700000000311854631,SYM0,99.9987,100.0087,407,406
1700000000312899056,SYM1,250.3308,250.3558,575,382
1700000000313994688,SYM2,49.9166,49.9266,597,431
1700000000315014695,SYM3,996.6125,996.7122,438,365
1700000000316026653,SYM0,100.0030,100.0130,445,748
1700000000317043708,SYM1,250.3776,250.4026,344,435
1700000000318117317,SYM2,49.9029,49.9129,422,298
1700000000319215659,SYM3,996.8280,996.9277,276,682
1700000000320222403,SYM0,100.0296,100.0396,461,395
1700000000321250288,SYM1,250.4304,250.4554,607,664
1700000000322264473,SYM2,49.8954,49.9054,681,599
1700000000323294117,SYM3,996.9345,997.0342,613,290
1700000000324375608,SYM0,100.0079,100.0179,377,987
1700000000325466503,SYM1,250.4493,250.4744,489,603
1700000000326558608,SYM2,49.8971,49.9071,254,446
1700000000327577385,SYM3,997.0361,997.1358,378,442
1700000000328595981,SYM0,100.0049,100.0149,224,681
1700000000329645290,SYM1,250.4829,250.5079,393,570
1700000000330693794,SYM2,49.8938,49.9038,639,728
1700000000331700690,SYM3,996.9394,997.0391,662,758
1700000000332707213,SYM0,99.9975,100.0075,404,416
1700000000333765153,SYM1,250.4337,250.4588,417,556
1700000000334832308,SYM2,49.9018,49.9118,615,455
1700000000335896092,SYM3,997.2333,997.3330,387,478
1700000000336924996,SYM0,99.9761,99.9861,640,644
1700000000337952683,SYM1,250.4358,250.4608,528,301
1700000000338990622,SYM2,49.9012,49.9112,516,498
1700000000340040457,SYM3,997.1094,997.2091,404,478
1700000000341113691,SYM0,99.9942,100.0042,312,855
1700000000342119236,SYM1,250.4794,250.5044,367,569
1700000000343129442,SYM2,49.9097,49.9197,370,327
1700000000344184190,SYM3,996.9698,997.0695,463,672
1700000000345226759,SYM0,100.0171,100.0272,950,320
1700000000346274188,SYM1,250.4984,250.5235,818,677
1700000000347306080,SYM2,49.9004,49.9104,563,852
1700000000348403835,SYM3,997.1611,997.2608,432,628
1700000000349425873,SYM0,100.0423,100.0523,608,412
1700000000350471667,SYM1,250.4921,250.5172,319,918
1700000000351556267,SYM2,49.9033,49.9133,408,564
1700000000352635225,SYM3,997.2663,997.3660,668,757
1700000000353645102,SYM0,100.0575,100.0675,794,302
1700000000354744701,SYM1,250.4952,250.5203,335,402
1700000000355818691,SYM2,49.8850,49.8950,251,350
1700000000356860128,SYM3,997.7419,997.8417,533,548
1700000000357918090,SYM0,100.0333,100.0433,337,395
1700000000358927815,SYM1,250.4699,250.4949,442,678
1700000000359935272,SYM2,49.8795,49.8895,599,301
1700000000360947108,SYM3,997.3087,997.4084,382,394
1700000000362007757,SYM0,99.9898,99.9998,348,496
1700000000363082686,SYM1,250.4554,250.4804,429,403
1700000000364145028,SYM2,49.8544,49.8644,496,296
1700000000365190044,SYM3,997.4201,997.5198,566,493
1700000000366274734,SYM0,99.9969,100.0069,610,371
1700000000367343252,SYM1,250.4759,250.5010,401,416
1700000000368380332,SYM2,49.8413,49.8513,699,479
1700000000369463024,SYM3,997.3611,997.4608,467,457
1700000000370475412,SYM0,99.9784,99.9884,449,496
1700000000371554410,SYM1,250.5738,250.5989,603,412
1700000000372630791,SYM2,49.8298,49.8398,281,425
1700000000373717579,SYM3,997.6319,997.7317,365,644
1700000000374728684,SYM0,99.9713,99.9813,655,576
1700000000375816518,SYM1,250.4852,250.5102,404,249
1700000000376906357,SYM2,49.8336,49.8436,466,421
1700000000377908747,SYM3,997.4232,997.5230,442,577
1700000000378936822,SYM0,99.9527,99.9627,767,819
1700000000379957131,SYM1,250.7014,250.7265,834,654
1700000000380970388,SYM2,49.8212,49.8312,491,487
1700000000382057149,SYM3,997.1799,997.2796,383,774
1700000000383074326,SYM0,99.9432,99.9532,452,607
1700000000384156212,SYM1,250.7713,250.7964,533,422
1700000000385213579,SYM2,49.8303,49.8403,540,430
1700000000386293611,SYM3,996.6625,996.7622,448,813
1700000000387352453,SYM0,99.9447,99.9547,623,835
1700000000388377884,SYM1,250.7525,250.7775,306,855
1700000000389435634,SYM2,49.8224,49.8324,529,381
1700000000390456876,SYM3,996.8275,996.9272,623,305
1700000000391475017,SYM0,99.9493,99.9593,466,375
1700000000392488464,SYM1,250.7583,250.7834,458,352
1700000000393504806,SYM2,49.8187,49.8287,821,455
1700000000394524120,SYM3,997.2560,997.3558,533,445
1700000000395553223,SYM0,99.9662,99.9762,282,662
1700000000396605188,SYM1,250.7364,250.7614,401,498
1700000000397615885,SYM2,49.8171,49.8271,526,841
1700000000398701077,SYM3,997.0955,997.1952,458,577
1700000000399706098,SYM0,99.9576,99.9676,866,473
1700000000400798575,SYM1,250.7105,250.7356,332,541
1700000000401808960,SYM2,49.8240,49.8340,512,761
1700000000402888768,SYM3,997.4777,997.5774,433,487
1700000000403926531,SYM0,99.9583,99.9683,582,515
1700000000405008165,SYM1,250.7819,250.8070,434,519
1700000000406073679,SYM2,49.8225,49.8325,484,400
1700000000407092498,SYM3,997.4634,997.5631,497,508
1700000000408138743,SYM0,99.9596,99.9696,682,468
1700000000409186009,SYM1,250.7637,250.7888,698,581
1700000000410252506,SYM2,49.8252,49.8352,353,915
1700000000411258213,SYM3,997.5150,997.6148,286,264
1700000000412291460,SYM0,99.9593,99.9693,377,612
1700000000413377588,SYM1,250.7790,250.8041,349,344
1700000000414473951,SYM2,49.8254,49.8354,425,424
1700000000415558204,SYM3,997.6602,997.7600,633,795
1700000000416619104,SYM0,99.9819,99.9919,479,534
1700000000417712958,SYM1,250.8036,250.8287,527,360
1700000000418751421,SYM2,49.8307,49.8407,829,608
1700000000419792064,SYM3,997.5460,997.6457,203,458
1700000000420863241,SYM0,99.9765,99.9865,506,430
1700000000421869507,SYM1,250.7708,250.7959,598,408
1700000000422885823,SYM2,49.8339,49.8439,368,385
1700000000423936502,SYM3,997.6722,997.7720,451,588
1700000000425027213,SYM0,99.9311,99.9411,505,292
1700000000426122514,SYM1,250.7599,250.7850,376,578
1700000000427146167,SYM2,49.8255,49.8355,464,735
1700000000428186341,SYM3,997.8137,997.9135,318,586
1700000000429208184,SYM0,99.9242,99.9342,385,897
1700000000430254395,SYM1,250.7865,250.8116,393,404
1700000000431338212,SYM2,49.8495,49.8595,456,731
1700000000432385832,SYM3,997.9428,998.0426,303,479
1700000000433406802,SYM0,99.9348,99.9448,476,332
1700000000434411364,SYM1,250.7318,250.7569,583,584
1700000000435495927,SYM2,49.8430,49.8530,622,344
1700000000436584934,SYM3,997.8313,997.9311,379,546
1700000000437643123,SYM0,99.9370,99.9470,338,371
1700000000438728263,SYM1,250.7225,250.7476,436,1058
1700000000439731660,SYM2,49.8420,49.8520,351,373
1700000000440765972,SYM3,997.9984,998.0982,537,314
1700000000441794097,SYM0,99.9534,99.9634,497,676
1700000000442810172,SYM1,250.6933,250.7184,540,546
1700000000443832803,SYM2,49.8507,49.8607,412,736
1700000000444874693,SYM3,998.1567,998.2565,396,331
1700000000445946783,SYM0,99.9127,99.9227,423,662
1700000000447038563,SYM1,250.6298,250.6548,353,333
1700000000448105247,SYM2,49.8553,49.8653,1180,529
1700000000449170000,SYM3,998.0151,998.1149,728,532
1700000000450218354,SYM0,99.8569,99.8669,595,766
1700000000451226972,SYM1,250.7055,250.7306,324,1508
1700000000452321196,SYM2,49.8452,49.8552,521,359
1700000000453337623,SYM3,998.1558,998.2556,763,464
1700000000454396603,SYM0,99.8333,99.8433,540,738
1700000000455468864,SYM1,250.7736,250.7987,442,431
1700000000456485777,SYM2,49.8252,49.8352,655,578
1700000000457505834,SYM3,998.1908,998.2907,471,591
1700000000458598808,SYM0,99.8408,99.8508,1026,391
1700000000459609145,SYM1,250.7687,250.7938,499,765
1700000000460681345,SYM2,49.8230,49.8330,757,452
1700000000461765361,SYM3,998.1326,998.2324,709,932
1700000000462785572,SYM0,99.8541,99.8641,723,624
1700000000463859447,SYM1,250.7424,250.7675,892,582
1700000000464870094,SYM2,49.8367,49.8467,564,339
1700000000465945086,SYM3,997.9982,998.0980,345,619
1700000000467010365,SYM0,99.8733,99.8833,392,426
1700000000468042462,SYM1,250.7093,250.7344,583,325
1700000000469081448,SYM2,49.8222,49.8322,570,592
1700000000470142324,SYM3,998.1716,998.2714,561,740
1700000000471183295,SYM0,99.8846,99.8946,408,658
1700000000472235556,SYM1,250.7059,250.7309,608,617
1700000000473309173,SYM2,49.8280,49.8380,574,632
1700000000474327639,SYM3,998.3234,998.4233,613,576
1700000000475377991,SYM0,99.8983,99.9083,395,938
1700000000476420909,SYM1,250.6807,250.7058,775,411
1700000000477445791,SYM2,49.8289,49.8389,351,351
1700000000478486233,SYM3,998.3017,998.4016,438,501
1700000000479537777,SYM0,99.8462,99.8562,486,531
1700000000480544402,SYM1,250.7264,250.7515,461,743
1700000000481630158,SYM2,49.8251,49.8351,402,576
1700000000482647714,SYM3,998.3066,998.4065,715,361
1700000000483700570,SYM0,99.8327,99.8427,627,418
1700000000484773083,SYM1,250.7123,250.7374,465,666
1700000000485832112,SYM2,49.8258,49.8358,392,785
1700000000486847685,SYM3,998.2860,998.3858,548,551
1700000000487896601,SYM0,99.8378,99.8478,384,797
1700000000488922692,SYM1,250.6808,250.7059,392,416
1700000000489927969,SYM2,49.8310,49.8410,523,422
1700000000490987868,SYM3,998.4821,998.5820,728,833
1700000000492006190,SYM0,99.8248,99.8348,720,807
1700000000493103095,SYM1,250.8115,250.8366,623,357
1700000000494169590,SYM2,49.8368,49.8468,360,468
1700000000495171771,SYM3,998.3192,998.4190,368,695
1700000000496226368,SYM0,99.7940,99.8040,382,465
1700000000497229861,SYM1,250.7359,250.7609,412,436
1700000000498315791,SYM2,49.8404,49.8504,300,327
1700000000499392275,SYM3,998.1696,998.2694,347,522
1700000000500486802,SYM0,99.7661,99.7761,337,656
1700000000501490941,SYM1,250.7965,250.8216,329,407
1700000000502515948,SYM2,49.8490,49.8590,515,652
1700000000503569737,SYM3,998.4186,998.5184,330,497
1700000000504631552,SYM0,99.7888,99.7988,352,581
1700000000505658729,SYM1,250.8070,250.8321,186,336
1700000000506721431,SYM2,49.8404,49.8504,479,679
1700000000507766301,SYM3,998.8087,998.9086,324,439
1700000000508860795,SYM0,99.7736,99.7836,306,484
1700000000509893107,SYM1,250.8645,250.8896,477,641
1700000000510932116,SYM2,49.8425,49.8525,314,440
1700000000511995005,SYM3,998.5934,998.6933,332,882
1700000000513089595,SYM0,99.7721,99.7821,581,438
1700000000514141308,SYM1,250.8206,250.8456,682,253
1700000000515160507,SYM2,49.8404,49.8504,635,470
1700000000516218491,SYM3,998.4139,998.5137,378,330
1700000000517246539,SYM0,99.7795,99.7895,714,763
1700000000518264532,SYM1,250.7889,250.8140,732,683
1700000000519295896,SYM2,49.8411,49.8511,781,328
1700000000520302777,SYM3,998.3587,998.4586,621,585
1700000000521364696,SYM0,99.8071,99.8171,677,730
1700000000522385398,SYM1,250.7910,250.8161,278,736
1700000000523447749,SYM2,49.8346,49.8446,514,646
1700000000524532409,SYM3,998.3192,998.4191,806,602
1700000000525617908,SYM0,99.7850,99.7950,423,444
1700000000526640855,SYM1,250.6749,250.6999,304,663
1700000000527645619,SYM2,49.8446,49.8546,497,247
1700000000528683561,SYM3,998.3328,998.4327,514,485
1700000000529758005,SYM0,99.7484,99.7584,330,422
1700000000530842064,SYM1,250.7224,250.7474,356,455
1700000000531859654,SYM2,49.8512,49.8612,381,526
1700000000532880953,SYM3,998.4242,998.5241,474,325
1700000000533975142,SYM0,99.7612,99.7712,785,551
1700000000535074401,SYM1,250.6595,250.6846,577,735
1700000000536158121,SYM2,49.8661,49.8761,356,440
1700000000537245842,SYM3,998.4161,998.5159,1007,806
1700000000538308423,SYM0,99.7544,99.7644,612,492
1700000000539407220,SYM1,250.6962,250.7213,485,652
1700000000540483565,SYM2,49.8659,49.8759,478,384
